label shape (60000, 919)
inputs.shape:  (100, 1000, 4)
loss:  39 :  tf.Tensor(0.09463616460561752, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  40 :  tf.Tensor(0.05947798117995262, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  41 :  tf.Tensor(0.07812691479921341, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  42 :  tf.Tensor(0.05353452265262604, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  43 :  tf.Tensor(0.05632616579532623, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  44 :  tf.Tensor(0.13141706585884094, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  45 :  tf.Tensor(0.08824818581342697, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  46 :  tf.Tensor(0.1270461231470108, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  47 :  tf.Tensor(0.12250261008739471, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  48 :  tf.Tensor(0.08850369602441788, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  49 :  tf.Tensor(0.06307586282491684, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  50 :  tf.Tensor(0.1522449254989624, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  51 :  tf.Tensor(0.11386468261480331, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  52 :  tf.Tensor(0.10671653598546982, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  53 :  tf.Tensor(0.12364751100540161, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  54 :  tf.Tensor(0.12550827860832214, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  55 :  tf.Tensor(0.17704983055591583, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  56 :  tf.Tensor(0.0494597963988781, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  57 :  tf.Tensor(0.0354166142642498, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  58 :  tf.Tensor(0.040283966809511185, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  59 :  tf.Tensor(0.04174289107322693, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  60 :  tf.Tensor(0.0790540874004364, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  61 :  tf.Tensor(0.045565228909254074, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  62 :  tf.Tensor(0.030597753822803497, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  63 :  tf.Tensor(0.027686303481459618, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  64 :  tf.Tensor(0.059411972761154175, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  65 :  tf.Tensor(0.04326046630740166, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  66 :  tf.Tensor(0.049422990530729294, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  67 :  tf.Tensor(0.045678190886974335, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  68 :  tf.Tensor(0.08061554282903671, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  69 :  tf.Tensor(0.15759660303592682, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  70 :  tf.Tensor(0.10755504667758942, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  71 :  tf.Tensor(0.07856985181570053, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  72 :  tf.Tensor(0.11056456714868546, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  73 :  tf.Tensor(0.19891022145748138, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  74 :  tf.Tensor(0.13154736161231995, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  75 :  tf.Tensor(0.09843888133764267, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  76 :  tf.Tensor(0.15875683724880219, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  77 :  tf.Tensor(0.13310739398002625, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  78 :  tf.Tensor(0.09599816054105759, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  79 :  tf.Tensor(0.12840963900089264, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  80 :  tf.Tensor(0.1097787395119667, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  81 :  tf.Tensor(0.166046604514122, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  82 :  tf.Tensor(0.15962307155132294, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  83 :  tf.Tensor(0.12306930869817734, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  84 :  tf.Tensor(0.1324312537908554, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  85 :  tf.Tensor(0.07997499406337738, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  86 :  tf.Tensor(0.0712229385972023, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  87 :  tf.Tensor(0.08289026468992233, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  88 :  tf.Tensor(0.06122824177145958, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  89 :  tf.Tensor(0.10021506994962692, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  90 :  tf.Tensor(0.09002797305583954, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  91 :  tf.Tensor(0.07870157808065414, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  92 :  tf.Tensor(0.07612471282482147, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  93 :  tf.Tensor(0.09190226346254349, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  94 :  tf.Tensor(0.0757354274392128, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  95 :  tf.Tensor(0.08787328004837036, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  96 :  tf.Tensor(0.12006863951683044, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  97 :  tf.Tensor(0.07309933006763458, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  98 :  tf.Tensor(0.19540107250213623, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  99 :  tf.Tensor(0.13545089960098267, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  100 :  tf.Tensor(0.12225925177335739, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  101 :  tf.Tensor(0.12118809670209885, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  102 :  tf.Tensor(0.10418104380369186, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  103 :  tf.Tensor(0.1290842890739441, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  104 :  tf.Tensor(0.0902504026889801, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  105 :  tf.Tensor(0.1001550555229187, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  106 :  tf.Tensor(0.140106663107872, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  107 :  tf.Tensor(0.12421431392431259, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  108 :  tf.Tensor(0.09845661371946335, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  109 :  tf.Tensor(0.0819823294878006, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  110 :  tf.Tensor(0.09501968324184418, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  111 :  tf.Tensor(0.11435496062040329, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  112 :  tf.Tensor(0.11872254312038422, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  113 :  tf.Tensor(0.11602486670017242, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  114 :  tf.Tensor(0.12329255789518356, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  115 :  tf.Tensor(0.22924752533435822, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  116 :  tf.Tensor(0.11341211199760437, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  117 :  tf.Tensor(0.11375658214092255, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  118 :  tf.Tensor(0.09409608691930771, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  119 :  tf.Tensor(0.11299776285886765, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  120 :  tf.Tensor(0.1476503610610962, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  121 :  tf.Tensor(0.14607806503772736, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  122 :  tf.Tensor(0.12473008781671524, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  123 :  tf.Tensor(0.12660536170005798, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  124 :  tf.Tensor(0.08017417788505554, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  125 :  tf.Tensor(0.1255316138267517, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  126 :  tf.Tensor(0.10949530452489853, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  127 :  tf.Tensor(0.1033923551440239, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  128 :  tf.Tensor(0.14420701563358307, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  129 :  tf.Tensor(0.12121132761240005, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  130 :  tf.Tensor(0.1453334242105484, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  131 :  tf.Tensor(0.07942338287830353, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  132 :  tf.Tensor(0.10267870128154755, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  133 :  tf.Tensor(0.10329492390155792, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  134 :  tf.Tensor(0.15915237367153168, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  135 :  tf.Tensor(0.12465547770261765, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  136 :  tf.Tensor(0.07164487987756729, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  137 :  tf.Tensor(0.10820333659648895, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  138 :  tf.Tensor(0.13621053099632263, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  139 :  tf.Tensor(0.1233496218919754, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  140 :  tf.Tensor(0.17167234420776367, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  141 :  tf.Tensor(0.09111292660236359, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  142 :  tf.Tensor(0.12447942793369293, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  143 :  tf.Tensor(0.08349154144525528, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  144 :  tf.Tensor(0.066695436835289, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  145 :  tf.Tensor(0.13370110094547272, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  146 :  tf.Tensor(0.10905968397855759, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  147 :  tf.Tensor(0.13609161972999573, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  148 :  tf.Tensor(0.13218112289905548, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  149 :  tf.Tensor(0.1352301388978958, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  150 :  tf.Tensor(0.1192026361823082, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  151 :  tf.Tensor(0.13742302358150482, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  152 :  tf.Tensor(0.10589184612035751, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  153 :  tf.Tensor(0.08980251103639603, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  154 :  tf.Tensor(0.055978309363126755, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  155 :  tf.Tensor(0.08634332567453384, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  156 :  tf.Tensor(0.23684142529964447, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  157 :  tf.Tensor(0.16762496531009674, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  158 :  tf.Tensor(0.12121390551328659, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  159 :  tf.Tensor(0.18690086901187897, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  160 :  tf.Tensor(0.11734634637832642, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  161 :  tf.Tensor(0.2110578864812851, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  162 :  tf.Tensor(0.16169482469558716, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  163 :  tf.Tensor(0.14985603094100952, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  164 :  tf.Tensor(0.1293618381023407, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  165 :  tf.Tensor(0.10840293765068054, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  166 :  tf.Tensor(0.09793771803379059, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  167 :  tf.Tensor(0.14012695848941803, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  168 :  tf.Tensor(0.08193578571081161, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  169 :  tf.Tensor(0.1296081393957138, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  170 :  tf.Tensor(0.08235212415456772, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  171 :  tf.Tensor(0.11009443551301956, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  172 :  tf.Tensor(0.0959404855966568, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  173 :  tf.Tensor(0.10488203167915344, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  174 :  tf.Tensor(0.08961838483810425, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  175 :  tf.Tensor(0.12053849548101425, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  176 :  tf.Tensor(0.1545388549566269, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  177 :  tf.Tensor(0.06866900622844696, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  178 :  tf.Tensor(0.0675383061170578, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  179 :  tf.Tensor(0.08259043842554092, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  180 :  tf.Tensor(0.1071811392903328, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  181 :  tf.Tensor(0.12444139271974564, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  182 :  tf.Tensor(0.08230375498533249, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  183 :  tf.Tensor(0.06498897075653076, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  184 :  tf.Tensor(0.05772416666150093, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  185 :  tf.Tensor(0.04957631230354309, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  186 :  tf.Tensor(0.07146776467561722, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  187 :  tf.Tensor(0.06479890644550323, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  188 :  tf.Tensor(0.07259474694728851, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  189 :  tf.Tensor(0.029937105253338814, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  190 :  tf.Tensor(0.08591584116220474, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  191 :  tf.Tensor(0.06814141571521759, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  192 :  tf.Tensor(0.057026028633117676, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  193 :  tf.Tensor(0.10557655990123749, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  194 :  tf.Tensor(0.07194730639457703, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  195 :  tf.Tensor(0.0807281881570816, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  196 :  tf.Tensor(0.1167839989066124, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  197 :  tf.Tensor(0.09062346816062927, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  198 :  tf.Tensor(0.08423460274934769, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  199 :  tf.Tensor(0.08377835899591446, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  200 :  tf.Tensor(0.09001745283603668, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  201 :  tf.Tensor(0.08032319694757462, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  202 :  tf.Tensor(0.15430648624897003, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  203 :  tf.Tensor(0.053125180304050446, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  204 :  tf.Tensor(0.1478719860315323, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  205 :  tf.Tensor(0.15021848678588867, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  206 :  tf.Tensor(0.11563102900981903, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  207 :  tf.Tensor(0.12195921689271927, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  208 :  tf.Tensor(0.13124525547027588, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  209 :  tf.Tensor(0.21888424456119537, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  210 :  tf.Tensor(0.11661931127309799, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  211 :  tf.Tensor(0.1402013748884201, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  212 :  tf.Tensor(0.13523103296756744, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  213 :  tf.Tensor(0.11650698632001877, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  214 :  tf.Tensor(0.09256012737751007, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  215 :  tf.Tensor(0.1404617726802826, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  216 :  tf.Tensor(0.15107794106006622, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  217 :  tf.Tensor(0.13628952205181122, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  218 :  tf.Tensor(0.12394864112138748, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  219 :  tf.Tensor(0.1682933270931244, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  220 :  tf.Tensor(0.11132749915122986, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  221 :  tf.Tensor(0.10678356140851974, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  222 :  tf.Tensor(0.09952365607023239, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  223 :  tf.Tensor(0.1406620442867279, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  224 :  tf.Tensor(0.12792743742465973, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  225 :  tf.Tensor(0.15358057618141174, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  226 :  tf.Tensor(0.07950766384601593, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  227 :  tf.Tensor(0.21360792219638824, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  228 :  tf.Tensor(0.12838652729988098, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  229 :  tf.Tensor(0.11733241379261017, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  230 :  tf.Tensor(0.10051862895488739, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  231 :  tf.Tensor(0.09809894859790802, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  232 :  tf.Tensor(0.0846063643693924, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  233 :  tf.Tensor(0.09806390106678009, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  234 :  tf.Tensor(0.072791188955307, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  235 :  tf.Tensor(0.07518614083528519, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  236 :  tf.Tensor(0.11903118342161179, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  237 :  tf.Tensor(0.14370743930339813, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  238 :  tf.Tensor(0.1019752100110054, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  239 :  tf.Tensor(0.10178715735673904, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  240 :  tf.Tensor(0.09561742097139359, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  241 :  tf.Tensor(0.08024328202009201, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  242 :  tf.Tensor(0.08576709777116776, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  243 :  tf.Tensor(0.08081373572349548, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
